NO	sigungu	beonji	bonbeon	bubeon	dangi	cls	area	cntr_ym	cntr_d	deposit	m_rent	floor	built_y	road_nm	cntr_prd	cntr_cls 	renew	pre_deposit	pre_m_rent
693	서울특별시 용산구 원효로1가	134	134	0	용산원효루미니	월세	43.9656	202405	22	17344	76	13	2022	원효로97길 15	202407~202607	갱신		17344	73
694	서울특별시 용산구 원효로1가	134	134	0	용산원효루미니	월세	43.9656	202405	22	17344	76	20	2022	원효로97길 15	202407~202607	갱신		17344	73
695	서울특별시 용산구 원효로1가	134	134	0	용산원효루미니	월세	43.9656	202405	22	17344	76	10	2022	원효로97길 15	202407~202607	갱신		17344	73
696	서울특별시 용산구 원효로2가	Feb94	94	2	원효	전세	64.46	202306	30	19000	0	5	1970	원효로 166	202306~202506	갱신		19000	0
697	서울특별시 용산구 원효로2가	Feb94	94	2	원효	전세	41.06	202310	28	12600	0	7	1970	원효로 166	202311~202511	갱신	사용	12000	0
698	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	월세	84.77	202305	27	10000	135	2	2005	효창원로15길 16	202305~202505	갱신	사용	18000	100
699	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202305	31	45000	0	3	2005	효창원로15길 16	202306~202506	갱신	사용	43000	0
700	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	월세	84.54	202306	1	40000	50	15	2005	효창원로15길 16	202307~202507	신규			
701	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.77	202306	2	51500	0	9	2005	효창원로15길 16	202306~202506	갱신		49300	0
702	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202306	7	59800	0	11	2005	효창원로15길 16	202306~202506	갱신	사용	60000	0
703	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202306	8	52200	0	9	2005	효창원로15길 16	202306~202406	갱신		46200	0
704	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	59.76	202306	16	43000	0	2	2005	효창원로15길 16	202307~202507	신규			
705	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202308	12	53000	0	4	2005	효창원로15길 16	202309~202509	갱신	사용	60000	30
706	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202308	19	54000	0	6	2005	효창원로15길 16					
707	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	월세	84.54	202309	15	20000	130	7	2005	효창원로15길 16	202309~202509	갱신		20000	98
708	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.77	202309	28	60000	0	3	2005	효창원로15길 16	202310~202510	갱신	사용	70000	0
709	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202310	6	58000	0	10	2005	효창원로15길 16	202310~202510	갱신	사용	68000	0
710	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202310	23	55000	0	11	2005	효창원로15길 16	202311~202511	신규			
711	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202311	22	58000	0	12	2005	효창원로15길 16	202401~202501	갱신	사용	70000	0
712	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202311	22	58000	0	12	2005	효창원로15길 16	202401~202501	갱신	사용	70000	0
713	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.77	202312	3	56000	0	3	2005	효창원로15길 16	202401~202601	신규			
714	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202312	16	55000	0	5	2005	효창원로15길 16	202312~202412	갱신		47250	0
715	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.77	202401	7	53000	0	1	2005	효창원로15길 16	202402~202602	갱신		42000	0
716	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202401	20	56000	0	3	2005	효창원로15길 16	202406~202606	갱신	사용	55000	0
717	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	월세	84.54	202402	20	15000	150	11	2005	효창원로15길 16	202404~202604	신규			
718	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	월세	84.54	202403	1	45500	60	6	2005	효창원로15길 16	202403~202602	갱신		45500	60
719	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.77	202403	6	58000	0	6	2005	효창원로15길 16	202404~202604	갱신		68000	0
720	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202403	10	54023	0	7	2005	효창원로15길 16	202404~202702	갱신	사용	51450	0
721	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.77	202403	22	59000	0	6	2005	효창원로15길 16	202405~202605	신규			
722	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202404	15	60000	0	8	2005	효창원로15길 16	202406~202606	신규			
723	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.54	202404	15	60000	0	8	2005	효창원로15길 16					
724	서울특별시 용산구 신창동	102	102	0	세방리버하이빌	전세	84.77	202405	2	60000	0	3	2005	효창원로15길 16	202405~202605	갱신		67000	0
725	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202305	25	48300	0	7	2001	효창원로 17	202306~202406	신규			
726	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202305	25	48300	0	7	2001	효창원로 17					
727	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202305	27	20000	110	16	2001	효창원로 17	202307~202507	신규			
728	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202305	29	35000	80	6	2001	효창원로 17	202307~202507	신규			
729	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202305	31	40000	0	1	2001	효창원로 17	202307~202507	신규			
730	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202305	31	40000	0	1	2001	효창원로 17					
731	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202305	31	38000	0	9	2001	새창로8길 157	202307~202507	신규			
732	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202306	3	34500	0	3	2001	새창로8길 157	202306~202506	갱신	사용	33000	0
733	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	월세	32.99	202306	8	1014	14	8	2001	효창원로13길 7					
734	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202306	10	20000	70	4	2001	새창로8길 157	202308~202508	신규			
735	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202306	12	35000	0	7	2001	새창로8길 157	202307~202507	신규			
736	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202306	16	25000	50	11	2001	새창로8길 157	202307~202507	신규			
737	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202306	19	33000	0	3	2001	효창원로 17	202309~202509	갱신	사용	33000	0
738	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202306	19	42000	0	5	2001	효창원로 17	202308~202508	신규			
739	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202306	21	25000	118	19	2001	효창원로 17	202306~202406				
740	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202306	21	25000	82	19	2001	효창원로 17	202306~202406	신규			
741	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202306	21	45000	0	1	2001	효창원로 17	202310~202510	갱신	사용	60000	0
742	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202306	21	46000	0	14	2001	효창원로 17	202309~202509	신규			
743	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202306	21	39000	0	10	2001	새창로8길 157	202309~202509	신규			
744	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202306	23	41800	0	12	2001	효창원로 17	202309~202509	신규			
745	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.98	202306	26	48000	0	16	2001	효창원로 17	202308~202508	신규			
746	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202306	27	49000	0	11	2001	효창원로 17	202309~202509	갱신	사용	60000	0
747	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202306	28	62000	0	8	2001	효창원로 17	202308~202508	갱신		56700	0
748	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202306	30	43000	0	11	2001	효창원로 17	202308~202508	신규			
749	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202306	30	31000	60	12	2001	효창원로 17	202307~202507	갱신		30000	50
750	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202307	1	44000	0	6	2001	효창원로 17	202309~202509	신규			
751	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202307	3	39000	0	3	2001	새창로8길 157	202307~202507	갱신		42000	0
752	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202307	3	37000	0	9	2001	새창로8길 157	202308~202508	신규			
753	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202307	5	23600	0	4	2001	효창원로 17					
754	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202307	7	43000	0	5	2001	효창원로 17	202308~202508	신규			
755	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202307	8	52500	0	4	2001	효창원로 17	202307~202507	신규			
756	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202307	8	38000	0	3	2001	새창로8길 157	202309~202509	갱신	사용	53000	0
757	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202307	8	38000	0	3	2001	새창로8길 157	202309~202509	갱신	사용	53000	0
758	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202307	11	5000	180	13	2001	효창원로 17	202307~202507	갱신		3000	158
759	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	월세	32.99	202307	12	4796	5	6	2001	효창원로13길 7					
760	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202307	14	37000	0	2	2001	새창로8길 157	202310~202510	신규			
761	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202307	15	5000	200	17	2001	효창원로 17	202308~202508	신규			
762	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202307	15	38000	0	3	2001	효창원로 17	202307~202507	갱신		34600	0
763	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202307	16	38000	0	9	2001	새창로8길 157	202310~202510	신규			
764	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202307	17	62000	0	5	2001	효창원로 17	202307~202411	신규			
765	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202307	19	30000	55	17	2001	효창원로 17	202310~202510	신규			
766	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202307	19	30000	65	18	2001	효창원로 17	202308~202508	신규			
767	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202307	20	5000	143	19	2001	효창원로 17	202307~202507	갱신	사용	4000	140
768	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202307	22	44000	0	8	2001	효창원로 17	202309~202509	신규			
769	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202307	22	51000	0	15	2001	효창원로 17	202309~202509	신규			
770	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202307	24	33000	0	2	2001	새창로8길 157	202309~202509	갱신		31500	0
771	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	월세	32.99	202307	26	1014	14	14	2001	효창원로13길 7					
772	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	월세	32.99	202307	26	4796	5	5	2001	효창원로13길 7					
773	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202307	26	30000	120	13	2001	효창원로 17	202310~202510	신규			
774	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202307	27	56000	0	6	2001	효창원로 17	202308~202508	신규			
775	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202308	1	36800	0	5	2001	효창원로 17	202308~202508	갱신	사용	36500	0
776	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.98	202308	2	22000	110	6	2001	효창원로 17	202310~202510	신규			
777	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202308	2	3000	120	12	2001	새창로8길 157	202308~202508	갱신		3000	105
778	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202308	5	50000	0	8	2001	효창원로 17	202309~202509	신규			
779	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202308	5	20000	75	7	2001	새창로8길 157	202309~202509	신규			
780	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202308	8	66000	0	9	2001	효창원로 17	202309~202509	신규			
781	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202308	8	56000	35	9	2001	효창원로 17	202309~202509	신규			
782	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202308	15	45000	0	1	2001	새창로8길 157					
783	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202308	15	36500	0	7	2001	새창로8길 157	202310~202510	신규			
784	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202308	15	45000	0	1	2001	새창로8길 157	202310~202510	갱신		55000	0
785	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202308	16	31000	35	6	2001	새창로8길 157	202309~202501				
786	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202308	19	10000	200	7	2001	효창원로 17	202310~202510	신규			
787	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202308	19	9000	120	11	2001	효창원로 17	202310~202510	갱신		9000	90
788	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202308	19	9000	120	11	2001	효창원로 17	202310~202510	갱신		9000	120
789	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202308	22	30000	170	2	2001	효창원로 17	202309~202509	신규			
790	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202308	22	30000	170	2	2001	효창원로 17					
791	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202308	22	10000	116	7	2001	새창로8길 157	202310~202510	신규			
792	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202308	26	58000	0	6	2001	효창원로 17	202310~202510	신규			
793	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202309	1	63100	0	15	2001	효창원로 17	202310~202510	갱신		55100	0
794	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202309	2	55000	0	20	2001	효창원로 17	202311~202511	신규			
795	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202309	2	40000	0	7	2001	효창원로 17	202311~202511	신규			
796	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202309	2	55000	0	20	2001	효창원로 17	202310~202510	신규			
797	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202309	2	40000	0	7	2001	효창원로 17					
798	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202309	2	40000	0	3	2001	새창로8길 157	202310~202510	신규			
799	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202309	4	5000	180	10	2001	효창원로 17	202310~202504	신규			
800	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202309	6	67000	0	5	2001	효창원로 17	202311~202511	신규			
801	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202309	7	51700	0	11	2001	효창원로 17	202311~202511	신규			
802	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202309	8	6000	170	19	2001	효창원로 17	202311~202511	신규			
803	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202309	8	20000	100	2	2001	효창원로 17	202310~202510	신규			
804	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202309	11	58000	0	5	2001	효창원로 17	202311~202511	신규			
805	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202309	12	35100	0	4	2001	새창로8길 157					
806	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202309	13	39500	30	14	2001	효창원로 17	202310~202510	갱신		37000	30
807	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202309	13	39500	30	14	2001	효창원로 17	202310~202510				
808	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202309	19	10000	70	1	2001	새창로8길 157	202309~202509				
809	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202309	21	50000	0	7	2001	효창원로 17	202309~202509	갱신		46000	0
810	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202309	25	14900	80	4	2001	효창원로 17	202309~202509	신규			
811	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202309	25	48000	0	11	2001	효창원로 17	202312~202512	신규			
812	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	월세	32.99	202309	26	1064	15	5	2001	효창원로13길 7					
813	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202309	26	58000	0	6	2001	효창원로 17	202311~202511	신규			
814	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202309	26	20000	125	10	2001	효창원로 17	202311~202511	신규			
815	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202309	26	58000	0	6	2001	효창원로 17	202312~202512				
816	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	월세	32.99	202309	27	2561	6	20	2001	효창원로13길 7					
817	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202309	27	7000	106	16	2001	효창원로 17	202309~202509				
818	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202309	30	48300	0	7	2001	효창원로 17	202309~202509				
819	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202310	5	61000	30	15	2001	효창원로 17	202310~202604	갱신		58000	20
820	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202310	10	20000	120	16	2001	효창원로 17	202310~202410	신규			
821	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202310	10	18000	0	7	2001	효창원로 17	202310~202510	갱신		27000	0
822	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202310	10	47000	0	3	2001	새창로8길 157	202312~202512	신규			
823	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202310	14	12000	120	4	2001	효창원로 17	202311~202511	신규			
824	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202310	14	12000	120	4	2001	효창원로 17					
825	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202310	16	57000	0	1	2001	효창원로 17	202402~202602	신규			
826	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202310	18	36382	0	9	2001	새창로8길 157	202312~202512	갱신		34650	0
827	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202310	19	65000	0	18	2001	효창원로 17	202312~202512	신규			
828	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202310	20	73000	0	19	2001	효창원로 17	202311~202511	갱신		93000	0
829	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202310	21	45000	0	16	2001	효창원로 17	202311~202511	신규			
830	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202310	21	45000	0	16	2001	효창원로 17					
831	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202310	28	49000	0	14	2001	효창원로 17	202312~202512	신규			
832	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202310	28	49000	0	14	2001	효창원로 17					
833	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202311	1	47500	0	1	2001	효창원로 17					
834	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202311	2	70000	0	5	2001	효창원로 17	202312~202512				
835	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202311	2	70000	0	5	2001	효창원로 17	202311~202511	신규			
836	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202311	3	28000	76	7	2001	효창원로 17	202312~202512	신규			
837	서울특별시 용산구 산천동	204	204	0	한강타운	전세	59.69	202311	4	42000	0	5	2001	새창로8길 157	202311~202511	갱신	사용	55000	0
838	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202311	7	50000	0	18	2001	효창원로 17	202312~202512	신규			
839	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202311	11	60000	0	13	2001	효창원로 17	202311~202511				
840	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	84.98	202311	15	41000	30	15	2001	효창원로 17	202403~202603	갱신		41000	0
841	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202311	17	60000	0	9	2001	효창원로 17	202403~202701				
842	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202311	17	20000	100	8	2001	효창원로 17	202401~202601	신규			
843	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202311	17	20000	100	8	2001	효창원로 17					
844	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202311	18	50000	0	11	2001	효창원로 17	202401~202601	신규			
845	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202311	18	10000	116	7	2001	새창로8길 157	202401~202601	신규			
846	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202311	21	58000	0	4	2001	효창원로 17	202401~202601	신규			
847	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202311	22	42000	0	6	2001	효창원로 17	202312~202512	신규			
848	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202311	22	42000	0	6	2001	효창원로 17					
849	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202311	23	84000	0	10	2001	효창원로 17	202401~202601	신규			
850	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202311	29	60000	0	12	2001	효창원로 17	202401~202601	갱신		51000	0
851	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202311	29	55000	0	18	2001	효창원로 17	202401~202601	신규			
852	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202311	30	10000	240	7	2001	효창원로 17	202401~202601	신규			
853	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202312	1	46000	0	4	2001	효창원로 17	202401~202601	신규			
854	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	3	50700	0	13	2001	효창원로 17	202402~202602	갱신		48300	0
855	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	5	55000	0	9	2001	효창원로 17	202402~202602	신규			
856	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202312	6	42000	15	12	2001	효창원로 17	202402~202602	신규			
857	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202312	7	10000	230	3	2001	효창원로 17	202401~202601	신규			
858	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202312	7	12000	100	3	2001	새창로8길 157					
859	서울특별시 용산구 산천동	204	204	0	한강타운	월세	59.69	202312	7	12000	100	3	2001	새창로8길 157	202312~202512	갱신		12000	100
860	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202312	9	44100	0	13	2001	효창원로 17	202401~202601	갱신		42000	0
861	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	9	62000	0	7	2001	효창원로 17	202401~202601	갱신	사용	72000	0
862	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202312	9	50000	0	9	2001	효창원로 17	202312~202412	신규			
863	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	9	56500	0	4	2001	효창원로 17	202403~202503	갱신		52500	0
864	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202312	9	52500	0	1	2001	효창원로 17	202403~202503	갱신		52500	0
865	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202312	10	73000	0	3	2001	효창원로 17	202312~202512	갱신	사용	73000	0
866	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202312	15	33000	0	3	2001	효창원로 17	202401~202601	신규			
867	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	15	63000	0	5	2001	효창원로 17	202401~202601	신규			
868	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202312	16	42000	0	4	2001	효창원로 17	202312~202512	갱신		39900	0
869	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202312	16	50000	0	18	2001	효창원로 17	202401~202601	갱신	사용	55000	0
870	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202312	16	47000	0	11	2001	효창원로 17	202402~202602	신규			
871	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	16	58000	0	17	2001	효창원로 17	202402~202602	신규			
872	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	전세	32.99	202312	19	2973	0	3	2001	효창원로13길 7					
873	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202312	20	69000	0	5	2001	효창원로 17	202402~202602	갱신		61950	0
874	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	59.55	202312	22	20000	110	12	2001	효창원로 17	202404~202604	신규			
875	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202312	23	43300	0	7	2001	효창원로 17					
876	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	23	57000	0	13	2001	효창원로 17	202401~202601	신규			
877	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	114.48	202312	23	75000	0	13	2001	효창원로 17	202402~202602	갱신		57750	0
878	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.98	202312	23	50000	0	3	2001	효창원로 17	202403~202603	신규			
879	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.98	202312	23	50000	0	3	2001	효창원로 17					
880	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	26	56000	0	17	2001	효창원로 17	202401~202601	신규			
881	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	26	56000	0	17	2001	효창원로 17	202401~202601	신규			
882	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	월세	32.99	202312	27	1064	15	3	2001	효창원로13길 7					
883	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	월세	32.99	202312	27	1064	15	13	2001	효창원로13길 7					
884	서울특별시 용산구 산천동	193	193	0	리버힐삼성	월세	114.48	202312	27	25000	170	2	2001	효창원로 17	202401~202601	신규			
885	서울특별시 용산구 산천동	194	194	0	리버힐삼성아파트(임대)	월세	32.99	202312	28	2611	6	15	2001	효창원로13길 7					
886	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202312	28	49613	0	19	2001	효창원로 17	202312~202512	갱신		47250	0
887	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202312	28	48000	0	8	2001	효창원로 17	202402~202602	신규			
888	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202401	6	60000	0	19	2001	효창원로 17	202401~202601	신규			
889	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	84.98	202401	7	54000	0	10	2001	효창원로 17	202403~202603	갱신		51450	0
890	서울특별시 용산구 산천동	193	193	0	리버힐삼성	전세	59.55	202401	9	40700	0	15	2001	효창원로 17	202403~202603	신규			
