Leaf_Node_y1,Leaf_Node_y2,Predicted_y1,Predicted_y2,Predicted_y3,Mean_y1,Mean_y2,Mean_y3
3.0,2.0,0.31211834287534035,0.5887396099702882,0.08053200347184408,0.046007310887296926,0.5887396099702882,0.3998016922245259
4.0,3.0,0.5363715367860233,0.5853860458842038,0.08531092311870336,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.22139644629277222,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.10001406092155518,0.5550804085031118,0.5853860458842036,0.46374839924943145
3.0,7.0,0.31211834287534035,0.016871673370039697,0.26503969836448205,0.34851936949256324,0.016871673370039697,0.14780867669727238
4.0,3.0,0.5363715367860233,0.5853860458842038,0.06614946211695472,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.06560486720992564,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.8562761796227819,0.5550804085031118,0.5853860458842036,0.46374839924943145
7.0,8.0,0.1916702636651937,0.47149225698740793,0.16212026070883323,0.19508097411338465,0.47149225698740793,0.21687153278604193
4.0,14.0,0.5363715367860233,0.16046764388760104,0.559682405823448,0.6995750602247514,0.16046764388760104,0.7263424644178352
4.0,3.0,0.5363715367860233,0.5853860458842038,0.7734555444490305,0.5550804085031118,0.5853860458842036,0.46374839924943145
7.0,2.0,0.1916702636651937,0.16023046632014326,0.4564095653390666,0.07086977818420837,0.16023046632014326,0.40537358284855607
3.0,3.0,0.31211834287534035,0.739883917829101,0.15336887785934572,0.2748235698675966,0.739883917829101,0.8671671591051991
6.0,1.0,0.6074546074523209,0.8298973686033432,0.19959614212011434,0.8391891222586524,0.8298973686033432,0.7137668684100164
3.0,6.0,0.31211834287534035,0.3696602072804523,0.43298420628118073,0.41432815233117715,0.3696602072804523,0.4847249331150671
4.0,6.0,0.5363715367860233,0.7191792118294347,0.5282340891785358,0.258078259062408,0.7191792118294346,0.4910532043730399
7.0,7.0,0.1916702636651937,0.6863528134649817,0.3494402920485349,0.12338681280600206,0.6863528134649817,0.2535206026152714
4.0,3.0,0.5363715367860233,0.5853860458842038,0.7814796002346613,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.7510216488563984,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.9272118073731179,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,11.0,0.5363715367860233,0.37303486388074747,0.02895254902696054,0.9292914173027139,0.37303486388074747,0.32798800090807967
6.0,3.0,0.6074546074523209,0.13346147093493443,0.8956912912102034,0.37905689607742854,0.13346147093493443,0.8571249175045673
4.0,3.0,0.5363715367860233,0.5853860458842038,0.39256878846215104,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.8783724953799941,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.6907847761565296,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.9873487570739682,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.7592824517166681,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.3645446259967866,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.5010631728347521,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.37638915519435123,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.3649118360212381,0.5550804085031118,0.5853860458842036,0.46374839924943145
7.0,3.0,0.1916702636651937,0.3103808259798114,0.26090449938105975,0.4012595008036087,0.3103808259798114,0.17465838539500578
4.0,10.0,0.5363715367860233,0.21070904287131476,0.4959702953734696,0.5594749437288686,0.21070904287131476,0.6470634702808176
4.0,3.0,0.5363715367860233,0.5853860458842038,0.6817399450693612,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,6.0,0.5363715367860233,0.7191792118294347,0.2773402713052435,0.258078259062408,0.7191792118294346,0.4910532043730399
4.0,3.0,0.5363715367860233,0.5853860458842038,0.52437981107722,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,10.0,0.5363715367860233,0.21070904287131476,0.11738029417055718,0.5594749437288686,0.21070904287131476,0.6470634702808176
4.0,3.0,0.5363715367860233,0.5853860458842038,0.1598452868541913,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.04680635471218875,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,13.0,0.5363715367860233,0.10462788874247408,0.9707314427706328,0.015606064446828216,0.10462788874247408,0.45651989126265535
4.0,10.0,0.5363715367860233,0.21070904287131476,0.0038603515102610952,0.5594749437288686,0.21070904287131476,0.6470634702808176
4.0,6.0,0.5363715367860233,0.7191792118294347,0.1785799680576563,0.258078259062408,0.7191792118294346,0.4910532043730399
4.0,3.0,0.5363715367860233,0.5853860458842038,0.6128667531169923,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.0813695988533053,0.5550804085031118,0.5853860458842036,0.46374839924943145
6.0,4.0,0.6074546074523209,0.2473987555391537,0.8818965030968323,0.604117804020882,0.2473987555391537,0.6063081330450851
3.0,6.0,0.31211834287534035,0.3696602072804523,0.7196201578422882,0.41432815233117715,0.3696602072804523,0.4847249331150671
7.0,7.0,0.1916702636651937,0.6863528134649817,0.9663899714378934,0.12338681280600206,0.6863528134649817,0.2535206026152714
4.0,6.0,0.5363715367860233,0.7191792118294347,0.5076355472407649,0.258078259062408,0.7191792118294346,0.4910532043730399
4.0,3.0,0.5363715367860233,0.5853860458842038,0.3004036831584872,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,7.0,0.5363715367860233,0.9224346613679275,0.5495005727952714,0.452870514339216,0.9224346613679276,0.6792086794674456
4.0,3.0,0.5363715367860233,0.5853860458842038,0.9308187172979732,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.5207614372418605,0.5550804085031118,0.5853860458842036,0.46374839924943145
3.0,6.0,0.31211834287534035,0.3696602072804523,0.26720703186231864,0.41432815233117715,0.3696602072804523,0.4847249331150671
4.0,7.0,0.5363715367860233,0.9224346613679275,0.8773987891741196,0.452870514339216,0.9224346613679276,0.6792086794674456
4.0,3.0,0.5363715367860233,0.5853860458842038,0.3719187485124613,0.5550804085031118,0.5853860458842036,0.46374839924943145
3.0,6.0,0.31211834287534035,0.3696602072804523,0.0013833499989991394,0.41432815233117715,0.3696602072804523,0.4847249331150671
4.0,10.0,0.5363715367860233,0.21070904287131476,0.24768502249231594,0.5594749437288686,0.21070904287131476,0.6470634702808176
4.0,3.0,0.5363715367860233,0.5853860458842038,0.3182335091770624,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.8587774682319022,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.458503167066445,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.44458728781130075,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.3361022663998874,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.8806781230470796,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.9450267769403914,0.5550804085031118,0.5853860458842036,0.46374839924943145
3.0,8.0,0.31211834287534035,0.7400975256176825,0.9918903291546294,0.0680740739747202,0.7400975256176825,0.9704936935959776
4.0,4.0,0.5363715367860233,0.06107853706678734,0.37674126696098675,0.9677946717985019,0.06107853706678734,0.959142251977975
4.0,7.0,0.5363715367860233,0.9224346613679275,0.9661474456271714,0.452870514339216,0.9224346613679276,0.6792086794674456
4.0,3.0,0.5363715367860233,0.5853860458842038,0.7918795696309013,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.6756891476442668,0.5550804085031118,0.5853860458842036,0.46374839924943145
4.0,3.0,0.5363715367860233,0.5853860458842038,0.24488947942009942,0.5550804085031118,0.5853860458842036,0.46374839924943145
